transaction_id,transaction_date,product_id,customer_id,region_id,quantity,revenue,cost
T00530,2023-03-16,P01,C09,R02,1,260,198
T00531,2024-02-17,P02,C02,R02,2,404,254
T00532,2024-01-11,P05,C04,R04,2,154,120
T00533,2024-02-24,P05,C05,R03,5,360,230
T00534,2024-12-29,P01,C01,R01,4,1012,768
T00535,2023-10-04,P05,C08,R03,4,416,288
T00536,2024-11-06,P05,C08,R03,2,172,124
T00537,2024-01-29,P05,C06,R02,1,92,64
T00538,2024-04-01,P02,C05,R02,2,390,248
T00539,2023-07-11,P01,C08,R02,2,596,384
T00540,2024-11-19,P05,C03,R04,4,468,348
T00541,2023-04-09,P05,C03,R04,3,255,162
T00542,2024-07-01,P02,C02,R03,1,187,123
T00543,2023-04-06,P01,C05,R03,4,1128,704
T00544,2024-10-25,P03,C03,R01,2,440,312
T00545,2024-10-24,P02,C03,R03,3,729,537
T00546,2023-07-09,P01,C06,R03,1,262,175
T00547,2023-02-06,P05,C08,R02,5,370,250
T00548,2024-01-04,P01,C02,R02,1,221,148
T00549,2024-11-25,P01,C04,R02,1,197,149
T00550,2024-06-08,P01,C07,R02,2,584,374
T00551,2023-10-06,P03,C01,R02,2,476,374
T00552,2023-08-05,P01,C01,R01,5,1385,875
T00553,2023-09-30,P03,C010,R01,5,1655,1275
T00554,2023-03-03,P05,C07,R01,5,535,370
T00555,2024-08-18,P03,C07,R02,4,992,788
T00556,2024-12-29,P05,C01,R04,4,328,200
T00557,2023-12-08,P05,C01,R02,2,160,110
T00558,2024-02-01,P03,C04,R02,2,430,326
T00559,2024-11-29,P02,C05,R01,5,885,700
T00560,2023-01-19,P04,C05,R02,4,1316,792
T00561,2023-06-26,P01,C04,R01,3,693,510
T00562,2024-09-03,P04,C08,R02,4,1332,1020
T00563,2024-01-31,P01,C07,R03,2,440,292
T00564,2024-03-20,P01,C09,R04,4,952,628
T00565,2023-08-21,P05,C07,R04,2,138,82
T00566,2023-03-17,P01,C010,R01,5,1030,730
T00567,2023-09-22,P01,C01,R03,5,945,660
T00568,2024-03-30,P03,C07,R04,5,1585,1000
T00569,2024-12-18,P04,C01,R01,3,801,618
T00570,2024-01-19,P03,C07,R02,3,864,555
T00571,2024-07-17,P01,C010,R02,2,366,270
T00572,2024-05-20,P05,C08,R03,1,99,75
T00573,2024-01-02,P03,C09,R04,3,729,480
T00574,2023-05-24,P03,C03,R02,2,492,368
T00575,2023-03-10,P02,C04,R01,4,956,744
T00576,2023-04-09,P01,C04,R02,5,1465,1055
T00577,2024-01-31,P05,C09,R02,5,375,285
T00578,2023-01-25,P03,C07,R04,5,1580,1190
T00579,2024-04-13,P03,C03,R04,2,474,346
T00580,2024-04-28,P05,C010,R01,5,345,240
T00581,2024-07-18,P01,C05,R03,3,831,645
T00582,2023-05-31,P02,C07,R03,4,876,620
T00583,2023-05-24,P03,C08,R02,5,1290,945
T00584,2024-07-22,P02,C01,R01,2,322,232
T00585,2023-02-08,P04,C02,R03,4,1224,828
T00586,2023-04-19,P01,C07,R03,5,1490,1105
T00587,2024-11-23,P04,C02,R02,1,257,196
T00588,2023-02-11,P04,C07,R01,5,1930,1285
T00589,2023-07-05,P04,C09,R03,3,936,732
T00590,2024-02-02,P01,C02,R04,4,728,508
T00591,2023-08-11,P01,C07,R04,3,564,378
T00592,2024-09-25,P05,C04,R02,1,111,75
T00593,2023-05-13,P02,C02,R02,1,157,100
T00594,2023-06-12,P02,C07,R02,3,582,354
T00595,2023-08-03,P05,C05,R02,4,360,284
T00596,2023-08-23,P05,C01,R03,1,116,71
T00597,2024-10-19,P04,C05,R01,1,316,248
T00598,2024-08-10,P05,C03,R02,5,345,230
T00599,2023-01-09,P03,C07,R02,2,690,444
T00600,2023-03-15,P02,C06,R03,1,172,119
T00601,2024-05-06,P05,C08,R02,4,272,208
T00602,2023-09-10,P03,C05,R02,4,1148,864
T00603,2023-08-18,P03,C02,R01,5,1040,630
T00604,2024-06-02,P03,C09,R04,4,1248,768
T00605,2023-06-23,P03,C08,R02,5,1035,680
T00606,2024-10-14,P04,C06,R03,1,285,187
T00607,2023-06-17,P03,C010,R01,1,306,183
T00608,2023-06-19,P04,C07,R03,1,316,193
T00609,2024-01-28,P04,C09,R01,1,359,253
T00610,2024-09-25,P03,C07,R01,2,504,382
T00611,2023-07-13,P02,C03,R02,2,424,276
T00612,2024-05-31,P03,C06,R02,1,323,227
T00613,2023-01-29,P03,C07,R02,4,984,772
T00614,2023-06-14,P03,C02,R04,5,1095,675
T00615,2024-02-26,P02,C03,R04,3,453,288
T00616,2023-12-05,P01,C04,R03,5,1455,955
T00617,2024-10-09,P01,C010,R02,3,729,570
T00618,2024-05-10,P04,C06,R04,3,1107,795
T00619,2023-12-31,P04,C01,R02,1,295,218
T00620,2023-12-08,P02,C09,R04,3,585,408
T00621,2024-05-14,P05,C05,R04,1,82,61
T00622,2024-10-18,P01,C07,R01,2,416,328
T00623,2024-05-25,P04,C09,R02,4,1084,700
T00624,2023-11-23,P01,C09,R02,3,735,474
T00625,2023-08-05,P02,C01,R04,4,828,576
T00626,2023-10-28,P02,C01,R02,1,162,122
T00627,2023-05-12,P05,C03,R04,3,222,135
T00628,2023-03-11,P05,C06,R02,5,300,225
T00629,2023-09-09,P02,C02,R01,2,384,300
T00630,2024-02-19,P04,C010,R02,2,634,474
T00631,2024-03-20,P01,C01,R01,3,558,435
T00632,2023-07-01,P03,C01,R03,2,664,438
T00633,2023-06-16,P05,C05,R02,5,465,350
T00634,2023-04-01,P03,C04,R02,4,1012,724
T00635,2024-12-14,P04,C01,R02,5,1935,1360
T00636,2024-06-14,P05,C04,R01,2,168,132
T00637,2023-02-08,P03,C03,R02,4,1040,776
T00638,2023-05-06,P04,C02,R02,5,1800,1400
T00639,2024-03-26,P01,C09,R04,1,182,116
T00640,2023-06-22,P04,C01,R03,1,337,240
T00641,2024-10-14,P05,C07,R01,4,268,184
T00642,2023-08-08,P02,C04,R04,4,708,536
T00643,2024-09-29,P01,C05,R01,4,1080,700
T00644,2023-02-27,P03,C010,R04,1,240,163
T00645,2024-10-21,P05,C05,R03,5,480,345
T00646,2024-04-20,P02,C01,R04,4,904,560
T00647,2024-03-31,P04,C06,R01,1,346,221
T00648,2023-12-27,P02,C09,R02,4,820,504
T00649,2023-01-01,P05,C02,R02,4,276,164
T00650,2024-01-22,P05,C07,R03,4,472,288
T00651,2023-12-14,P02,C06,R01,1,163,120
T00652,2023-07-09,P04,C05,R01,5,1895,1295
T00653,2024-05-19,P02,C04,R01,1,238,182
T00654,2023-07-10,P05,C04,R03,1,107,78
T00655,2024-05-22,P05,C06,R02,4,468,312
T00656,2024-01-04,P03,C04,R04,3,1011,627
T00657,2024-02-13,P03,C05,R03,3,1020,621
T00658,2023-04-27,P01,C06,R04,3,879,564
T00659,2023-05-14,P05,C05,R02,1,115,72
T00660,2023-02-27,P03,C07,R03,4,1392,1032
T00661,2024-07-09,P02,C09,R02,3,618,402
T00662,2024-11-15,P04,C010,R04,2,638,506
T00663,2024-11-02,P02,C07,R01,2,386,272
T00664,2023-06-22,P04,C07,R01,2,508,350
T00665,2023-05-29,P03,C04,R04,5,1280,875
T00666,2023-03-21,P01,C01,R01,4,860,672
T00667,2023-08-01,P02,C08,R04,1,248,185
T00668,2023-07-22,P02,C04,R03,1,186,129
T00669,2023-08-17,P02,C01,R03,4,648,464
T00670,2024-11-06,P04,C05,R03,5,1790,1295
T00671,2023-08-15,P03,C08,R01,4,1204,748
T00672,2024-10-20,P02,C04,R02,5,1045,810
T00673,2024-06-15,P02,C08,R01,3,609,483
T00674,2024-03-16,P01,C08,R01,3,648,411
T00675,2024-02-06,P01,C03,R02,5,1370,825
T00676,2023-02-16,P03,C09,R02,4,1204,760
T00677,2023-08-21,P03,C03,R02,3,600,450
T00678,2023-11-01,P05,C01,R02,4,348,236
T00679,2024-06-09,P01,C02,R01,3,660,420
T00680,2023-05-23,P05,C06,R04,4,432,340
T00681,2024-02-19,P04,C010,R03,4,1152,828
T00682,2024-05-27,P05,C02,R04,2,130,82
T00683,2024-01-08,P02,C06,R01,5,1125,765
T00684,2024-07-19,P05,C01,R02,1,60,38
T00685,2023-09-16,P03,C01,R03,5,1035,790
T00686,2024-10-17,P04,C05,R03,4,1168,868
T00687,2024-04-15,P02,C010,R04,4,888,600
T00688,2023-01-12,P05,C09,R01,5,315,235
T00689,2023-11-26,P04,C08,R01,4,1512,1020
T00690,2023-12-24,P04,C03,R01,3,756,543
T00691,2024-02-12,P02,C03,R03,4,820,552
T00692,2024-10-29,P05,C01,R04,5,535,410
T00693,2024-01-08,P04,C03,R03,5,1395,875
T00694,2023-01-08,P04,C01,R03,5,1295,895
T00695,2023-05-02,P01,C08,R02,2,570,412
T00696,2023-12-14,P04,C01,R04,2,744,506
T00697,2024-11-06,P01,C05,R02,2,482,368
T00698,2023-03-31,P05,C09,R01,2,136,90
T00699,2024-10-09,P05,C07,R03,2,196,128
T00700,2024-11-28,P05,C04,R04,2,168,110
T00701,2023-11-12,P03,C09,R01,2,418,276
T00702,2023-06-27,P05,C09,R04,5,535,340
T00703,2024-06-23,P04,C02,R03,1,388,291
T00704,2023-02-10,P02,C010,R04,2,362,250
T00705,2024-12-04,P01,C010,R01,5,960,750
T00706,2024-05-16,P03,C06,R02,1,240,173
T00707,2023-05-25,P05,C04,R03,2,194,122
T00708,2023-07-20,P05,C08,R02,1,62,40
T00709,2024-12-24,P02,C07,R03,1,237,146
T00710,2024-04-05,P02,C07,R01,3,480,342
T00711,2024-07-11,P03,C010,R03,4,988,760
T00712,2024-06-30,P01,C09,R02,3,618,438
T00713,2023-09-10,P05,C05,R03,1,115,80
T00714,2024-01-25,P03,C06,R01,5,1570,975
T00715,2024-08-16,P04,C01,R03,2,614,370
T00716,2023-09-13,P04,C06,R02,4,1212,952
T00717,2024-12-09,P03,C02,R01,2,656,518
T00718,2024-03-25,P05,C06,R02,5,405,290
T00719,2023-01-10,P03,C09,R03,4,1288,1012
T00720,2023-08-30,P05,C08,R04,3,333,261
T00721,2023-09-08,P02,C09,R02,1,234,177
T00722,2023-01-05,P03,C010,R03,5,1655,990
T00723,2023-04-29,P05,C08,R04,1,67,40
T00724,2024-01-09,P03,C03,R04,1,216,162
T00725,2023-03-06,P03,C08,R01,2,484,328
T00726,2023-05-26,P05,C06,R04,5,445,285
T00727,2023-08-12,P05,C06,R02,1,116,82
T00728,2023-08-27,P01,C06,R02,3,858,522
T00729,2023-06-26,P03,C03,R04,4,1132,840
T00730,2023-10-09,P04,C010,R03,5,1475,945
T00731,2023-03-04,P03,C01,R02,2,450,286
T00732,2023-08-05,P03,C04,R02,5,1035,700
T00733,2024-11-19,P05,C010,R01,2,138,96
T00734,2024-04-05,P03,C06,R03,4,1112,792
T00735,2024-09-01,P03,C010,R04,3,732,549
T00736,2023-04-15,P04,C02,R03,1,344,271
T00737,2023-04-09,P05,C07,R01,5,450,305
T00738,2024-05-25,P03,C07,R01,2,546,386
T00739,2024-01-20,P02,C04,R03,4,656,452
T00740,2024-02-09,P01,C04,R01,1,208,130
T00741,2024-06-01,P04,C01,R01,4,1032,628
T00742,2024-04-20,P03,C02,R01,3,834,504
T00743,2024-12-09,P02,C09,R03,1,206,140
T00744,2024-10-06,P03,C010,R01,1,274,181
T00745,2024-03-12,P03,C08,R04,1,266,210
T00746,2023-01-23,P05,C08,R04,2,200,152
T00747,2024-07-18,P05,C09,R02,1,84,61
T00748,2024-11-07,P05,C07,R04,4,280,172
T00749,2024-12-14,P02,C09,R02,2,458,338
T00750,2024-04-02,P03,C010,R03,1,216,142
T00751,2023-03-24,P01,C02,R01,4,812,592
T00752,2023-05-25,P04,C06,R04,4,1332,832
T00753,2023-03-26,P05,C03,R02,5,330,225
T00754,2023-03-19,P05,C06,R03,4,284,204
T00755,2024-04-01,P03,C03,R02,3,996,687
T00756,2023-01-01,P03,C08,R01,1,253,170
T00757,2023-02-20,P02,C04,R04,1,228,138
T00758,2024-11-15,P02,C010,R03,1,179,142
T00759,2024-12-17,P05,C06,R02,4,272,168
T00760,2024-03-21,P03,C09,R03,4,1196,868
T00761,2024-03-24,P01,C02,R02,1,201,158
T00762,2024-05-02,P04,C02,R02,2,556,344
T00763,2023-02-03,P03,C07,R01,2,674,502
T00764,2023-12-14,P03,C02,R01,3,678,492
T00765,2023-04-05,P02,C02,R02,5,885,585
T00766,2023-03-13,P04,C04,R04,3,987,657
T00767,2024-07-04,P05,C09,R03,1,76,58
T00768,2023-06-03,P03,C08,R03,1,201,139
T00769,2023-09-07,P05,C02,R01,1,111,87
T00770,2024-11-04,P03,C08,R04,5,1600,1010
T00771,2024-03-13,P05,C04,R02,4,248,176
T00772,2023-04-28,P04,C02,R01,5,1255,970
T00773,2023-11-02,P02,C010,R02,3,594,369
T00774,2023-09-25,P04,C07,R02,4,1112,804
T00775,2023-02-23,P01,C06,R01,4,1136,808
T00776,2023-08-24,P02,C010,R04,3,633,468
T00777,2024-01-24,P04,C05,R03,4,1120,696
T00778,2024-02-05,P01,C01,R01,2,382,302
T00779,2024-09-15,P03,C02,R04,3,1029,798
T00780,2023-10-30,P03,C08,R02,3,870,621
T00781,2023-07-26,P05,C01,R01,2,224,136
T00782,2023-08-17,P02,C03,R03,5,1145,850
T00783,2024-07-31,P03,C02,R03,5,1085,730
T00784,2023-03-16,P02,C05,R02,5,1230,750
T00785,2024-03-10,P03,C04,R01,4,1108,744
T00786,2023-04-13,P05,C07,R03,2,166,124
T00787,2024-02-26,P04,C05,R01,3,909,567
T00788,2024-12-04,P05,C08,R03,3,309,201
T00789,2023-11-02,P01,C04,R02,3,699,501
T00790,2023-04-08,P03,C06,R02,4,952,604
T00791,2023-12-01,P01,C04,R01,4,1116,832
T00792,2024-03-10,P01,C02,R04,5,1265,885
T00793,2024-03-22,P02,C01,R04,4,936,584
T00794,2023-11-04,P03,C01,R02,5,1180,915
T00795,2023-09-06,P01,C08,R03,5,1050,815
T00796,2023-06-15,P04,C04,R04,3,1122,780
T00797,2024-04-25,P01,C05,R02,4,904,700
T00798,2023-12-01,P04,C08,R03,5,1985,1275
T00799,2024-06-25,P02,C07,R03,2,324,214
T00800,2023-04-16,P01,C08,R04,2,406,270
T00801,2024-07-16,P05,C08,R02,4,400,284
T00802,2023-03-22,P02,C06,R03,3,477,312
T00803,2023-05-13,P04,C010,R03,3,1119,768
T00804,2023-05-18,P02,C02,R01,5,1135,790
T00805,2023-07-03,P01,C06,R01,4,980,616
T00806,2024-02-05,P03,C01,R04,2,638,432
T00807,2023-11-26,P03,C01,R01,5,1180,775
T00808,2024-05-22,P04,C03,R02,5,1465,970
T00809,2023-03-10,P04,C03,R04,1,290,178
T00810,2024-06-29,P03,C05,R04,4,964,660
T00811,2023-02-22,P04,C01,R01,5,1445,940
T00812,2024-03-25,P02,C010,R03,2,466,296
T00813,2023-07-24,P05,C06,R02,1,103,78
T00814,2023-05-06,P05,C07,R02,2,196,118
T00815,2023-02-12,P02,C010,R02,3,735,489
T00816,2023-04-21,P05,C03,R04,1,73,56
T00817,2024-10-24,P01,C04,R02,1,257,187
T00818,2023-07-02,P02,C010,R03,5,880,670
T00819,2023-04-05,P04,C010,R03,3,783,609
T00820,2024-01-09,P02,C010,R01,5,825,605
T00821,2024-06-03,P03,C010,R02,4,1340,820
T00822,2023-12-26,P04,C010,R04,2,666,404
T00823,2024-11-26,P03,C03,R01,2,688,464
T00824,2023-10-08,P04,C01,R03,5,1860,1220
T00825,2023-07-14,P05,C08,R02,2,146,92
T00826,2023-07-14,P02,C010,R03,2,484,330
T00827,2024-10-28,P01,C010,R01,4,968,676
T00828,2023-04-03,P04,C02,R03,3,834,555
T00829,2024-11-02,P04,C01,R02,1,273,210
T00830,2023-03-02,P03,C08,R02,5,1660,1085
T00831,2024-09-25,P05,C07,R01,5,415,280
T00832,2023-02-20,P03,C07,R02,4,1176,912
T00833,2024-02-07,P03,C04,R03,4,1276,860
T00834,2023-01-05,P05,C09,R03,1,86,57
T00835,2024-04-10,P01,C06,R04,3,615,414
T00836,2024-08-26,P03,C02,R04,5,1675,1075
T00837,2024-11-12,P03,C01,R04,4,1028,644
T00838,2024-06-17,P04,C01,R03,5,1710,1345
T00839,2024-02-09,P05,C09,R03,2,154,100
T00840,2024-05-27,P02,C04,R01,5,1205,780
T00841,2024-10-06,P01,C05,R04,3,549,378
T00842,2023-08-21,P01,C03,R03,3,888,672
T00843,2024-06-07,P05,C04,R01,5,580,415
T00844,2023-12-12,P04,C08,R03,2,760,460
T00845,2023-02-15,P04,C04,R01,3,816,582
T00846,2024-06-29,P05,C09,R04,4,380,284
T00847,2023-03-19,P04,C09,R04,5,1365,825
T00848,2024-12-30,P01,C06,R04,2,460,296
T00849,2023-03-14,P01,C02,R03,4,1124,796
T00850,2023-09-06,P02,C010,R03,5,890,690
T00851,2023-02-16,P05,C07,R01,2,182,144
T00852,2023-05-01,P03,C09,R02,4,936,620
T00853,2023-08-02,P03,C06,R02,3,885,582
T00854,2023-08-27,P02,C03,R04,5,765,590
T00855,2023-02-25,P02,C07,R02,5,1080,675
T00856,2023-12-16,P04,C05,R04,3,942,747
T00857,2023-04-17,P02,C01,R01,1,202,128
T00858,2023-02-17,P02,C03,R02,4,988,764
T00859,2024-07-26,P03,C05,R02,3,645,429
T00860,2023-12-03,P04,C07,R04,5,1455,950
T00861,2023-01-26,P02,C03,R01,4,748,468
T00862,2023-09-14,P02,C06,R02,4,748,588
T00863,2023-01-08,P04,C05,R02,1,359,219
T00864,2024-09-16,P05,C01,R02,5,360,220
T00865,2023-09-10,P04,C010,R01,2,604,396
T00866,2024-11-22,P03,C06,R01,1,320,252
T00867,2024-12-19,P05,C08,R02,1,85,63
T00868,2023-10-30,P01,C01,R04,2,490,300
T00869,2024-09-30,P04,C02,R04,2,758,540
T00870,2023-02-25,P03,C04,R02,1,293,188
T00871,2024-12-26,P05,C02,R01,4,412,276
T00872,2024-06-09,P04,C09,R02,3,1119,738
T00873,2024-04-18,P02,C010,R01,3,624,402
T00874,2023-01-28,P04,C08,R02,1,265,159
T00875,2023-03-19,P01,C08,R01,4,780,472
T00876,2023-08-04,P04,C04,R03,2,714,528
T00877,2024-01-21,P05,C05,R04,1,96,63
T00878,2023-12-31,P05,C04,R03,5,480,365
T00879,2024-10-27,P04,C09,R04,4,1020,736
T00880,2024-06-09,P05,C02,R01,5,380,275
T00881,2024-11-29,P02,C08,R03,5,930,600
T00882,2023-11-08,P04,C02,R04,1,310,218
T00883,2023-01-07,P02,C01,R02,4,940,748
T00884,2023-01-03,P02,C010,R01,5,855,635
T00885,2024-09-14,P03,C03,R01,4,1364,960
T00886,2023-12-29,P04,C09,R02,3,1158,783
T00887,2024-05-22,P05,C03,R02,5,545,415
T00888,2023-10-01,P02,C09,R04,5,955,590
T00889,2024-05-20,P03,C07,R01,4,888,632
T00890,2023-01-15,P04,C010,R04,3,948,735
T00891,2023-07-11,P04,C01,R02,5,1600,1245
T00892,2024-09-22,P01,C010,R01,1,228,180
T00893,2024-04-29,P01,C05,R02,4,732,508
T00894,2023-01-28,P02,C09,R04,4,908,640
T00895,2024-12-14,P01,C03,R04,5,1050,675
T00896,2023-02-08,P02,C09,R04,3,645,396
T00897,2023-09-30,P05,C05,R01,5,510,355
T00898,2023-08-19,P02,C09,R02,2,486,294
T00899,2023-03-27,P01,C010,R02,5,1125,825
T00900,2024-04-18,P05,C06,R04,2,228,180
T00901,2023-05-06,P01,C09,R04,1,225,153
T00902,2024-06-20,P02,C07,R04,4,696,552
T00903,2023-05-25,P03,C07,R04,4,1120,808
T00904,2024-06-08,P04,C08,R03,3,978,774
T00905,2023-07-31,P01,C07,R03,5,1090,675
T00906,2023-01-25,P02,C09,R03,1,245,152
T00907,2024-08-02,P05,C09,R04,2,230,138
T00908,2024-01-29,P01,C06,R04,3,738,516
T00909,2023-03-08,P01,C07,R02,1,297,216
T00910,2023-08-21,P04,C02,R01,1,380,247
T00911,2023-04-19,P02,C09,R02,2,346,238
T00912,2023-05-26,P03,C01,R03,2,476,326
T00913,2023-04-21,P05,C01,R02,4,380,284
T00914,2023-08-16,P02,C03,R04,5,990,755
T00915,2023-04-21,P05,C06,R03,3,285,216
T00916,2024-04-14,P01,C05,R03,5,1245,820
T00917,2023-02-03,P04,C02,R01,3,849,534
T00918,2024-09-14,P04,C09,R01,1,342,207
T00919,2024-01-04,P03,C010,R03,2,682,508
T00920,2024-08-17,P04,C04,R03,2,704,512
T00921,2024-07-07,P01,C04,R02,1,262,165
T00922,2024-02-29,P03,C05,R03,1,347,258
T00923,2024-09-04,P02,C08,R04,3,693,519
T00924,2024-06-01,P04,C010,R02,1,287,191
T00925,2024-11-22,P03,C04,R04,3,600,366
T00926,2023-10-09,P01,C05,R04,5,900,675
T00927,2023-11-16,P05,C04,R04,2,238,190
T00928,2024-03-18,P05,C06,R03,2,138,92
T00929,2023-11-11,P01,C03,R01,2,542,364
T00930,2024-01-12,P01,C08,R01,5,1060,810
T00931,2023-10-16,P05,C06,R04,5,425,275
T00932,2024-03-12,P03,C010,R03,4,1040,740
T00933,2024-10-23,P05,C05,R02,3,183,111
T00934,2023-10-04,P01,C02,R04,3,747,486
T00935,2024-12-10,P04,C010,R02,4,1456,948
T00936,2024-08-04,P02,C010,R02,2,336,206
T00937,2024-05-17,P04,C07,R03,3,891,690
T00938,2024-09-15,P04,C02,R03,3,1050,666
T00939,2024-05-30,P01,C01,R01,2,476,346
T00940,2023-12-16,P05,C07,R01,1,84,63
T00941,2024-03-21,P03,C05,R03,1,241,162
T00942,2023-12-16,P04,C01,R04,4,1556,1008
T00943,2024-08-29,P05,C04,R01,5,525,405
T00944,2024-10-25,P03,C04,R02,3,804,603
T00945,2023-05-17,P04,C010,R04,3,1050,660
T00946,2023-08-31,P03,C07,R02,4,1380,1068
T00947,2024-06-26,P05,C09,R03,4,448,320
T00948,2023-02-09,P02,C02,R02,3,573,435
T00949,2023-08-17,P05,C01,R04,2,230,162
T00950,2024-07-01,P01,C02,R03,2,410,318
T00951,2023-08-11,P03,C07,R04,5,1410,965
T00952,2023-01-06,P02,C010,R02,3,528,357
T00953,2023-11-18,P03,C06,R04,3,1041,732
T00954,2024-04-12,P03,C04,R03,3,906,660
T00955,2023-03-16,P04,C01,R02,3,837,591
T00956,2023-01-04,P01,C01,R02,4,1168,740
T00957,2024-10-07,P03,C05,R01,1,229,159
T00958,2023-04-28,P05,C01,R01,3,273,204
T00959,2024-08-28,P05,C07,R04,1,110,69
T00960,2024-05-18,P04,C01,R01,2,570,404
T00961,2024-07-27,P01,C01,R01,5,1070,710
T00962,2024-03-16,P01,C02,R01,2,470,324
T00963,2023-07-13,P05,C010,R01,3,237,183
T00964,2024-12-15,P02,C03,R03,2,460,302
T00965,2024-01-27,P04,C01,R03,4,1252,956
T00966,2023-01-26,P04,C09,R01,1,362,218
T00967,2024-03-10,P05,C010,R04,3,282,189
T00968,2023-06-22,P05,C08,R03,4,460,340
T00969,2023-10-27,P02,C05,R01,1,169,119
T00970,2024-10-06,P02,C02,R03,4,600,468
T00971,2023-11-22,P01,C05,R02,2,554,350
T00972,2024-02-14,P04,C06,R03,3,1086,846
T00973,2023-04-28,P04,C01,R03,2,718,446
T00974,2024-12-24,P05,C04,R04,5,510,350
T00975,2023-08-13,P01,C09,R03,3,846,531
T00976,2024-06-15,P04,C02,R04,2,526,416
T00977,2023-04-23,P01,C05,R02,3,639,405
T00978,2023-05-20,P01,C01,R01,1,275,189
T00979,2024-07-12,P05,C04,R04,3,222,153
T00980,2023-01-01,P01,C04,R03,3,651,501
T00981,2023-03-31,P02,C06,R03,1,179,132
T00982,2024-10-15,P02,C010,R04,2,362,254
T00983,2023-11-16,P03,C09,R02,3,912,573
T00984,2024-07-03,P05,C03,R01,4,452,320
T00985,2023-05-19,P03,C09,R03,3,843,624
T00986,2024-05-25,P02,C06,R02,2,384,260
T00987,2023-09-16,P03,C07,R01,1,204,125
T00988,2024-11-03,P05,C010,R01,2,164,122
T00989,2024-11-20,P05,C02,R03,5,420,295
T00990,2023-01-10,P01,C010,R04,3,885,588
T00991,2023-09-18,P04,C06,R03,3,879,594
T00992,2024-10-11,P01,C06,R03,1,221,168
T00993,2023-06-21,P05,C02,R03,3,210,144
T00994,2023-01-13,P02,C02,R02,4,704,480
T00995,2023-06-17,P02,C02,R04,4,956,696
T00996,2024-10-03,P01,C010,R02,2,400,292
T00997,2024-08-18,P05,C01,R03,1,60,38
T00998,2023-11-17,P02,C05,R04,5,810,645
T00999,2023-11-15,P05,C08,R01,2,130,96
T01000,2024-09-04,P02,C02,R04,1,249,198
T01001,2023-11-25,P05,C05,R03,1,76,47
T01002,2024-07-03,P03,C08,R04,2,570,394
T01003,2024-02-23,P05,C010,R01,2,234,160
T01004,2024-08-28,P05,C05,R01,3,195,150
T01005,2023-04-05,P01,C02,R04,5,1155,850
T01006,2024-08-03,P03,C03,R01,4,808,504
T01007,2023-11-14,P04,C06,R02,3,1161,852
T01008,2023-08-24,P01,C05,R04,1,243,162
T01009,2023-11-30,P04,C04,R01,5,1870,1135
T01010,2024-01-11,P02,C04,R01,5,1200,870
T01011,2024-04-03,P04,C05,R04,2,762,594
T01012,2023-05-17,P05,C02,R02,5,460,340
T01013,2024-08-10,P04,C09,R04,5,1620,1175
T01014,2024-06-30,P01,C02,R01,1,238,170
T01015,2024-05-27,P01,C010,R04,3,558,363
T01016,2023-10-23,P04,C02,R01,5,1605,1275
T01017,2023-11-16,P01,C010,R03,2,452,278
T01018,2024-07-25,P01,C09,R04,3,663,435
T01019,2023-12-15,P04,C03,R04,2,580,460
T01020,2023-08-17,P03,C010,R01,5,1280,830
T01021,2023-09-27,P03,C07,R01,3,885,549
T01022,2023-10-18,P02,C04,R01,5,1115,810
T01023,2024-12-25,P01,C06,R01,1,183,114
T01024,2023-06-14,P04,C04,R04,3,861,684
T01025,2023-01-05,P01,C010,R01,2,532,392
T01026,2024-01-14,P05,C07,R04,1,115,77
T01027,2023-03-19,P01,C01,R02,4,1040,660
T01028,2024-02-14,P01,C03,R04,2,406,246
T01029,2024-07-27,P03,C03,R01,5,1720,1355
T01030,2023-05-12,P04,C01,R01,2,550,338
T01031,2024-08-23,P01,C06,R02,4,724,548
T01032,2023-02-11,P03,C09,R04,2,698,424
T01033,2023-03-30,P02,C08,R02,1,187,122
T01034,2024-02-06,P03,C07,R04,2,538,354
T01035,2023-10-23,P03,C010,R01,3,690,510
T01036,2023-10-22,P03,C08,R04,4,940,648
T01037,2024-09-07,P01,C06,R01,2,368,290
T01038,2024-06-09,P01,C09,R01,4,788,568
T01039,2024-11-21,P02,C03,R03,1,246,157
T01040,2024-09-28,P05,C010,R03,3,297,234
T01041,2024-02-26,P05,C010,R04,5,405,270
T01042,2023-01-23,P05,C09,R01,2,152,116
T01043,2024-07-28,P02,C04,R02,1,194,118
T01044,2023-05-23,P05,C07,R01,4,348,232
T01045,2024-10-26,P05,C09,R02,4,320,196
T01046,2023-05-25,P03,C02,R04,1,281,171
T01047,2023-08-13,P01,C02,R04,2,594,358
T01048,2024-05-17,P01,C09,R02,5,1400,860
T01049,2024-09-07,P03,C03,R02,2,484,362
T01050,2023-04-14,P03,C09,R01,3,666,504
T01051,2023-02-08,P03,C05,R04,2,432,310
T01052,2023-07-17,P01,C06,R01,3,711,537
T01053,2024-10-07,P05,C02,R02,4,356,252
T01054,2024-08-01,P03,C08,R03,3,909,702
T01055,2024-01-26,P02,C09,R03,5,775,515
T01056,2023-06-28,P03,C02,R03,1,224,176
T01057,2024-07-07,P04,C06,R02,3,936,708
T01058,2024-03-23,P03,C06,R01,2,642,412
T01059,2024-05-14,P01,C08,R04,3,762,591
T01060,2023-01-15,P03,C010,R02,4,1232,888
